,x,y,z
0,16.777970179090794,0.0,7.550138001218065
1,16.07469276661392,0.0,16.04727230300319
2,10.759875012235067,0.0,2.3261337869305088
3,3.416354087036766,0.0,7.346717657003228
4,7.942713922849462,0.0,1.5763078289015375
5,5.863793700327298,0.0,0.6426078449018835
6,15.71060366376878,0.0,1.2667029928758833
7,5.2331025920774525,0.0,5.648523496900035
8,6.978939988602891,0.0,6.874695326884519
9,14.664545519533526,0.0,17.556089910991645
10,8.399640726145668,0.0,2.2380642963010833
11,14.668930235381204,0.0,17.09347360682799
12,6.028216220041809,0.0,5.5664793012858205
13,6.126050123003337,0.0,17.8893527494316
14,5.375158464822844,0.0,18.66494375754096
15,11.650817927680004,0.0,4.8508370046904
16,14.174213350835569,0.0,17.939300470670226
17,17.677775281560205,0.0,4.576338785506591
18,3.25627116734714,0.0,5.13878828311475
19,7.909863781396178,0.0,11.330353788031843
20,13.452279013997012,0.0,10.77825817321304
21,2.3350285700513274,0.0,8.679968458847426
22,11.565300836520988,0.0,10.91829755789275
23,1.3177053693651741,0.0,11.087760168719667
24,6.384735710801543,0.0,0.5449827029227206
25,18.629106565023726,0.0,7.892524416196142
26,0.21443361242531989,0.0,18.691586749425355
27,12.604265939771938,0.0,10.667262704066156
28,10.14981745399133,0.0,7.217383933180241
29,2.340250661105965,0.0,16.549378812110792
30,12.576040046832965,0.0,14.721612921387726
31,9.630195851272202,0.0,7.57453433772477
32,0.9860897057269247,0.0,17.94434381525343
33,10.706543177665175,0.0,4.306445693625232
34,17.34757881099996,0.0,10.120095045557068
35,1.840306124887321,0.0,6.055024757870786
36,11.41386217006082,0.0,7.920934739532102
37,12.349833136290254,0.0,4.252677261640718
38,19.129924274529785,0.0,14.41304230737188
39,3.270097067306321,0.0,18.873997223420776
40,7.5910688145875955,0.0,14.712610099823092
41,13.970088311610713,0.0,10.271655947335798
42,18.649859905344062,0.0,10.293907900828003
43,12.730564088133942,0.0,2.0159369496923363
44,14.5934101568383,0.0,2.887705892363117
45,9.255228372049597,0.0,18.575445690032254
46,15.301290644537923,0.0,1.6389870800186768
47,8.915906698974098,0.0,4.242518012805068
48,3.1431857422897935,0.0,2.8691695534239647
49,7.539339315976172,0.0,11.468702717135507
